Grant.Application.ID,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,RFCD.Code.1,RFCD.Percentage.1,SEO.Code.1,SEO.Percentage.1,Person.ID.1,Role.1,Year.of.Birth.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,Start.Year,Grant.Status
4363,4D,10A,A ,300801.0,-1.5885893160617228,760299.0,1.0968682807632335,49592.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2007,1
4364,60D,30D,C ,300507.0,0.9656194378925351,730101.0,1.0968682807632335,665642.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,-0.04708903192612112,2007,1
4365,4D,10A,A ,300399.0,0.9656194378925351,770502.0,1.0968682807632335,68437.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.8034048759892362,-0.4020219645419708,2007,1
4366,4D,10A,A ,330109.0,0.9656194378925351,740301.0,1.0968682807632335,10867.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2007,1
4367,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,46127.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2007,1
4368,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,46127.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2007,1
4369,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,46127.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2007,1
4370,75C,10B,A ,320801.0,-0.9693871938909937,730305.0,-0.8440344666509956,63812.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,-0.7569548971578205,2007,1
4371,105A,10A,B ,250301.0,-2.517392499317817,620399.0,1.0968682807632335,34447.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.04708903192612112,2007,0
4372,105A,10A,B ,300604.0,-1.3563885202476995,680304.0,-0.8440344666509956,754067.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.13160591992748422,-0.4020219645419708,2007,0
4373,105A,10A,B ,250301.0,-2.517392499317817,620399.0,1.0968682807632335,20907.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.8034048759892362,-0.04708903192612112,2007,0
4374,187C,30B,A ,310103.0,0.9656194378925351,680199.0,1.0968682807632335,7662.0,CHIEF_INVESTIGATOR,-0.2554072110044355,0.5401930361342677,-0.4020219645419708,2007,1
4375,21A,50A,A ,380205.0,-1.3563885202476995,749903.0,-1.2322150161338414,4762.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,-0.7569548971578205,2007,1
4376,4D,10A,E ,320305.0,-0.9693871938909937,780105.0,-1.4651233458235489,1797.0,EXT_CHIEF_INVESTIGATOR,0.028847845185322477,0.10333584039084412,0.08069518255406263,2007,1
4377,228D,30B,A ,321012.0,0.9656194378925351,730108.0,1.0968682807632335,73942.0,CHIEF_INVESTIGATOR,-1.340851260619737,1.2119919921960196,-0.4020219645419708,2007,1
4378,21A,50A,A ,321021.0,0.9656194378925351,730211.0,1.0968682807632335,367942.0,PRINCIPAL_SUPERVISOR,1.9154808882261671,-0.13160591992748422,-0.04708903192612112,2007,1
4379,228D,30B,A ,321015.0,0.9656194378925351,730108.0,1.0968682807632335,407.0,PRINCIPAL_SUPERVISOR,-0.7981292358120862,-0.13160591992748422,-0.4020219645419708,2007,1
4380,2B,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,615307.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.8034048759892362,-0.4020219645419708,2007,1
4381,32D,30B,E ,270205.0,-0.9693871938909937,730108.0,1.0968682807632335,497897.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.7569548971578205,2007,1
4382,4D,10A,B ,360299.0,-1.3563885202476995,730299.0,-0.8440344666509956,636972.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2007,1
4383,4D,10A,A ,300699.0,0.9656194378925351,620399.0,1.0968682807632335,55677.0,CHIEF_INVESTIGATOR,1.9154808882261671,-0.8034048759892362,-0.7569548971578205,2007,1
4384,208D,30B,A ,321004.0,0.9656194378925351,730105.0,1.0968682807632335,631447.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.7569548971578205,2007,1
4385,4D,10A,C ,329903.0,0.9656194378925351,670403.0,-0.45585391716814977,101532.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,0.6627768333055782,2007,1
4386,4D,20C,A ,320799.0,0.9656194378925351,730104.0,-0.8440344666509956,108962.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.8034048759892362,1.0177097659214278,2007,0
4387,4D,10A,B ,329902.0,0.9656194378925351,671402.0,-0.8440344666509956,547.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2007,1
4388,29A,10B,A ,321004.0,0.9656194378925351,730105.0,1.0968682807632335,86672.0,CHIEF_INVESTIGATOR,1.3727588634185166,1.8837909482577717,-0.04708903192612112,2007,1
4389,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,45972.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.7569548971578205,2007,1
4390,208D,30B,A ,321004.0,0.9656194378925351,730105.0,1.0968682807632335,36857.0,PRINCIPAL_SUPERVISOR,0.2873148138032152,-0.13160591992748422,-0.7569548971578205,2007,1
4391,4D,10A,J ,270210.0,-1.6272894486973934,730104.0,-0.8440344666509956,82547.0,CHIEF_INVESTIGATOR,-0.7981292358120862,1.2119919921960196,-0.04708903192612112,2007,1
4392,73A,30B,A ,270703.0,-0.9693871938909937,620301.0,-1.6203955656166873,1797.0,EXT_CHIEF_INVESTIGATOR,0.028847845185322477,0.10333584039084412,0.08069518255406263,2007,0
4393,52D,20A,Q ,240201.0,-1.3563885202476995,740301.0,-1.6203955656166873,45462.0,CHIEF_INVESTIGATOR,-1.8835732854273874,1.8837909482577717,-0.4020219645419708,2007,1
4394,2B,10A,A ,370199.0,-1.3563885202476995,750601.0,-0.8440344666509956,873877.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.7569548971578205,2007,1
4395,242B,30B,A ,321027.0,0.9656194378925351,730110.0,-0.8440344666509956,77067.0,CHIEF_INVESTIGATOR,0.8300368386108659,0.5401930361342677,-0.4020219645419708,2007,1
4396,100D,30B,C ,270603.0,-1.936890509782758,730111.0,-0.8440344666509956,23342.0,PRINCIPAL_SUPERVISOR,-0.2554072110044355,-0.8034048759892362,-0.4020219645419708,2007,1
4397,4D,10A,D ,230118.0,-0.9693871938909937,610199.0,1.0968682807632335,45317.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.8034048759892362,-0.7569548971578205,2007,1
4398,4D,10A,A ,321207.0,0.9656194378925351,730206.0,1.0968682807632335,39832.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.8034048759892362,-0.7569548971578205,2007,1
4399,4D,10A,D ,280204.0,0.9656194378925351,610104.0,1.0968682807632335,31457.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.4020219645419708,2007,1
4400,62B,10B,B ,320702.0,0.9656194378925351,730104.0,-0.8440344666509956,5107.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.04708903192612112,2007,0
4401,235C,30G,A ,321299.0,0.9656194378925351,730201.0,1.0968682807632335,17762.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.7569548971578205,2007,1
4402,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,79142.0,CHIEF_INVESTIGATOR,-2.426295310235038,-0.13160591992748422,-0.04708903192612112,2007,1
4403,62B,10B,D ,320704.0,-1.936890509782758,730104.0,1.0968682807632335,33812.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.04708903192612112,2007,1
4404,4D,10A,G ,321015.0,0.9656194378925351,670403.0,-2.008576115099533,16647.0,CHIEF_INVESTIGATOR,0.2873148138032152,1.2119919921960196,-0.7569548971578205,2007,1
4405,4D,10A,F ,270106.0,0.9656194378925351,730108.0,0.3205071817975419,16647.0,CHIEF_INVESTIGATOR,0.2873148138032152,1.2119919921960196,-0.7569548971578205,2007,1
4406,32D,30B,B ,321015.0,0.9656194378925351,730108.0,1.0968682807632335,79032.0,DELEGATED_RESEARCHER,-0.7981292358120862,-0.8034048759892362,0.6627768333055782,2007,1
4407,5A,30B,A ,419901.0,0.9656194378925351,750902.0,1.0968682807632335,74512.0,CHIEF_INVESTIGATOR,-1.8835732854273874,0.5401930361342677,-0.04708903192612112,2007,1
4408,5A,30B,A ,320702.0,-1.3563885202476995,730104.0,-2.008576115099533,136807.0,CHIEF_INVESTIGATOR,0.028847845185322477,-0.13160591992748422,-0.7569548971578205,2007,1
4409,4D,10A,J ,321204.0,0.9656194378925351,730211.0,1.0968682807632335,301472.0,CHIEF_INVESTIGATOR,-1.340851260619737,2.5555899043195236,0.30784390068972856,2007,0
4410,4D,10A,F ,321004.0,0.9656194378925351,730105.0,1.0968682807632335,72037.0,CHIEF_INVESTIGATOR,0.8300368386108659,1.2119919921960196,1.3726426985372775,2007,0
4411,4D,10A,G ,321010.0,-1.743389846604405,730101.0,-1.6203955656166873,30017.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,0.6627768333055782,2007,0
4412,4D,10A,A ,321003.0,-2.130391172961111,730105.0,-0.8440344666509956,74162.0,CHIEF_INVESTIGATOR,0.8300368386108659,0.5401930361342677,1.7275756311531272,2007,0
4413,5A,30B,A ,380107.0,0.9656194378925351,750307.0,-1.2322150161338414,28797.0,CHIEF_INVESTIGATOR,0.8300368386108659,2.5555899043195236,2.0825085637689766,2007,1
4414,5A,30B,B ,380107.0,0.9656194378925351,750307.0,-1.2322150161338414,28797.0,CHIEF_INVESTIGATOR,0.8300368386108659,2.5555899043195236,2.0825085637689766,2007,0
4415,97A,30C,A ,320702.0,-0.9693871938909937,730104.0,0.3205071817975419,10352.0,CHIEF_INVESTIGATOR,1.3727588634185166,0.5401930361342677,0.30784390068972856,2007,1
4416,5A,30B,A ,390118.0,-0.19538454117758217,720106.0,-0.06767336768530394,36217.0,CHIEF_INVESTIGATOR,1.9154808882261671,-0.13160591992748422,-0.4020219645419708,2007,0
4417,5A,30B,A ,320702.0,-1.3563885202476995,730104.0,-2.008576115099533,74827.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.4020219645419708,2007,1
4418,4D,10A,G ,321202.0,-0.5823858675342879,730206.0,1.0968682807632335,64357.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.4020219645419708,2007,1
4419,4D,10A,A ,320702.0,0.9656194378925351,730104.0,0.3205071817975419,131432.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.4020219645419708,2007,0
4420,4D,10A,A ,270803.0,-0.9693871938909937,730101.0,1.0968682807632335,665642.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,0.30784390068972856,2007,0
4421,240D,30D,B ,290903.0,0.9656194378925351,770399.0,1.0968682807632335,82512.0,CHIEF_INVESTIGATOR,-0.7981292358120862,0.5401930361342677,-0.4020219645419708,2007,1
4422,4D,10A,A ,320702.0,-0.5823858675342879,730104.0,1.0968682807632335,74492.0,CHIEF_INVESTIGATOR,-1.340851260619737,0.5401930361342677,0.6627768333055782,2007,0
4423,5A,30B,B ,321099.0,-0.5823858675342879,730199.0,-0.45585391716814977,28607.0,CHIEF_INVESTIGATOR,0.2873148138032152,1.2119919921960196,-0.04708903192612112,2007,1
4424,5A,30B,A ,321207.0,0.9656194378925351,730206.0,1.0968682807632335,45847.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.8034048759892362,-0.4020219645419708,2007,0
4425,4D,10A,G ,320403.0,-0.0018838779992292815,730104.0,-0.45585391716814977,28502.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,0.6627768333055782,2007,0
4426,4D,10A,A ,310203.0,-0.0018838779992292815,680499.0,0.12641690705611897,72722.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2007,1
4427,5A,30B,A ,370101.0,-2.130391172961111,751003.0,-1.6203955656166873,82452.0,CHIEF_INVESTIGATOR,-0.2554072110044355,0.5401930361342677,-0.4020219645419708,2007,1
4428,21A,50A,A ,400104.0,-0.9693871938909937,751004.0,-0.45585391716814977,98112.0,CHIEF_INVESTIGATOR,-0.7981292358120862,0.5401930361342677,-0.7569548971578205,2007,1
4429,5A,30B,B ,320702.0,-1.3563885202476995,730104.0,-2.008576115099533,43882.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.8034048759892362,2.0825085637689766,2007,0
4430,21A,50A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,33977.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.4020219645419708,2007,0
4431,5A,30B,A ,321024.0,-1.936890509782758,730114.0,-2.008576115099533,27572.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.4020219645419708,2007,1
4432,5A,30B,A ,321024.0,-1.936890509782758,730114.0,-2.008576115099533,27572.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.4020219645419708,2007,1
4433,5A,30B,A ,310202.0,0.9656194378925351,680402.0,-0.8440344666509956,763997.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.7569548971578205,2007,1
4434,21A,50A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,97962.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.8034048759892362,-0.4020219645419708,2007,0
4435,21A,50A,A ,430108.0,-1.743389846604405,780107.0,-0.8440344666509956,586442.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.7569548971578205,2007,1
4436,5A,30B,A ,320502.0,0.9656194378925351,730110.0,1.0968682807632335,142352.0,CHIEF_INVESTIGATOR,1.9154808882261671,-0.8034048759892362,-0.4020219645419708,2007,0
4437,18B,20C,B ,321216.0,-0.5823858675342879,730217.0,-1.2322150161338414,77392.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.7569548971578205,2007,0
4438,5A,30B,A ,320502.0,0.9656194378925351,730110.0,1.0968682807632335,19517.0,CHIEF_INVESTIGATOR,0.2873148138032152,1.8837909482577717,0.6627768333055782,2007,0
4439,5A,30B,A ,400303.0,-0.5823858675342879,750802.0,-0.45585391716814977,14212.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.7569548971578205,2007,1
4440,21A,50A,A ,400101.0,-1.5885893160617228,751004.0,-0.8440344666509956,5882.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.13160591992748422,-0.7569548971578205,2007,1
4441,5A,30B,A ,270303.0,-0.9693871938909937,730101.0,-0.8440344666509956,93007.0,CHIEF_INVESTIGATOR,0.8300368386108659,1.8837909482577717,-0.04708903192612112,2007,1
4442,21A,50A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,39817.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.04708903192612112,2007,0
4443,21A,50A,A ,370402.0,-1.743389846604405,750805.0,-1.2322150161338414,24252.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,-0.4020219645419708,2007,1
4444,21A,50A,A ,400104.0,-0.9693871938909937,751004.0,-0.45585391716814977,98112.0,CHIEF_INVESTIGATOR,-0.7981292358120862,0.5401930361342677,-0.7569548971578205,2007,1
4445,5A,30B,A ,400303.0,-0.5823858675342879,750802.0,-0.45585391716814977,14212.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.7569548971578205,2007,1
4446,21A,50A,A ,419901.0,-0.19538454117758217,750805.0,-0.8440344666509956,36042.0,CHIEF_INVESTIGATOR,0.8300368386108659,0.5401930361342677,-0.7569548971578205,2007,1
4447,21A,50A,A ,410202.0,0.9656194378925351,730108.0,-0.029611097496970693,46687.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,-0.7569548971578205,2007,1
4448,21A,50A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,113607.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.4020219645419708,2007,0
4449,4D,10A,J ,321013.0,-0.9693871938909937,730104.0,-0.8440344666509956,67037.0,CHIEF_INVESTIGATOR,-1.340851260619737,1.2119919921960196,3.1473073616165257,2007,0
4450,5A,30B,A ,270304.0,-2.130391172961111,730299.0,-0.8440344666509956,730412.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.13160591992748422,-0.4020219645419708,2007,1
4451,27C,20C,A ,420308.0,-0.9693871938909937,730214.0,-1.4263052908752643,159607.0,CHIEF_INVESTIGATOR,-0.7981292358120862,0.5401930361342677,1.7275756311531272,2007,0
4452,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,70832.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.13160591992748422,-0.4020219645419708,2007,1
4453,34B,30C,A ,420308.0,-1.743389846604405,730214.0,-1.4263052908752643,159607.0,CHIEF_INVESTIGATOR,-0.7981292358120862,0.5401930361342677,1.7275756311531272,2007,1
4454,4D,10A,A ,270106.0,0.1916167851791236,730108.0,1.0968682807632335,10577.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.04708903192612112,2007,0
4455,73A,30B,A ,270702.0,0.9656194378925351,770302.0,1.0968682807632335,66007.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.13160591992748422,-0.7569548971578205,2007,1
4456,55C,30B,A ,321014.0,0.1916167851791236,730116.0,-0.8440344666509956,74372.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.4020219645419708,2007,1
4457,55C,30B,A ,321014.0,0.1916167851791236,730116.0,-0.8440344666509956,74372.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.4020219645419708,2007,1
4458,34B,30C,A ,420308.0,-1.743389846604405,730214.0,-1.4263052908752643,159607.0,CHIEF_INVESTIGATOR,-0.7981292358120862,0.5401930361342677,1.7275756311531272,2007,1
4459,73A,30B,A ,270702.0,0.9656194378925351,770302.0,1.0968682807632335,66007.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.13160591992748422,-0.7569548971578205,2007,1
4460,55C,30B,A ,321014.0,0.1916167851791236,730116.0,-0.8440344666509956,10592.0,PRINCIPAL_SUPERVISOR,-0.2554072110044355,2.5555899043195236,-0.04708903192612112,2007,1
4461,4D,10A,B ,321015.0,0.9656194378925351,730108.0,1.0968682807632335,17342.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,5.276904957311624,2007,0
4462,100D,10B,D ,280204.0,0.9656194378925351,730111.0,1.0968682807632335,495257.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.7569548971578205,2007,1
4463,198B,10B,A ,321001.0,-1.743389846604405,730106.0,1.0968682807632335,20202.0,PRINCIPAL_SUPERVISOR,0.2873148138032152,-0.13160591992748422,0.30784390068972856,2007,1
4464,4D,10A,A ,321015.0,0.9656194378925351,730108.0,1.0968682807632335,16137.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,3.1473073616165257,2007,0
4465,4D,10A,J ,270299.0,0.9656194378925351,730107.0,1.0968682807632335,64777.0,CHIEF_INVESTIGATOR,-2.426295310235038,-0.13160591992748422,2.4374414963848263,2007,0
4466,4D,10A,G ,321021.0,-0.9693871938909937,730104.0,1.0968682807632335,15467.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.13160591992748422,-0.7569548971578205,2007,1
4467,4D,10A,A ,321015.0,0.9656194378925351,730108.0,1.0968682807632335,802167.0,PRINCIPAL_SUPERVISOR,1.3727588634185166,-0.8034048759892362,0.6627768333055782,2007,0
4468,4D,10A,A ,321015.0,0.9656194378925351,730108.0,1.0968682807632335,66887.0,CHIEF_INVESTIGATOR,-0.7981292358120862,0.5401930361342677,2.4374414963848263,2007,0
4469,4D,10A,A ,321006.0,-1.3563885202476995,730108.0,-0.06767336768530394,67467.0,CHIEF_INVESTIGATOR,-0.7981292358120862,0.5401930361342677,-0.4020219645419708,2007,0
4470,4D,10A,A ,321015.0,0.9656194378925351,730108.0,1.0968682807632335,16137.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,3.1473073616165257,2007,0
4471,4D,10A,G ,270103.0,-0.5823858675342879,730108.0,-0.06767336768530394,79057.0,CHIEF_INVESTIGATOR,-0.7981292358120862,0.5401930361342677,-0.7569548971578205,2007,1
4472,4D,10A,G ,270199.0,0.9656194378925351,730117.0,-1.6203955656166873,39202.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,-0.4020219645419708,2007,1
4473,4D,10A,G ,320502.0,0.9656194378925351,780105.0,1.0968682807632335,22987.0,CHIEF_INVESTIGATOR,0.2873148138032152,0.5401930361342677,-0.4020219645419708,2007,1
4474,4D,10A,A ,321015.0,0.9656194378925351,730108.0,1.0968682807632335,734322.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,2.4374414963848263,2007,0
4475,62B,10B,D ,320702.0,0.9656194378925351,730104.0,1.0968682807632335,40947.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,1.0177097659214278,2007,0
4476,4D,10A,A ,321015.0,-0.5823858675342879,730108.0,-0.8440344666509956,78342.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,1.0177097659214278,2007,0
4477,4D,10A,A ,321015.0,0.9656194378925351,730108.0,1.0968682807632335,801752.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.4020219645419708,2007,0
4478,62B,10B,B ,321204.0,-0.9693871938909937,730104.0,-0.8440344666509956,89627.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.13160591992748422,-0.04708903192612112,2007,0
4479,4D,10A,A ,321021.0,0.9656194378925351,730104.0,-1.6203955656166873,493292.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.8034048759892362,0.30784390068972856,2007,0
4480,4D,10A,A ,320305.0,0.9656194378925351,780105.0,1.0968682807632335,34617.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.04708903192612112,2007,0
4481,4D,10A,G ,270299.0,-0.9693871938909937,730108.0,1.0968682807632335,720017.0,CHIEF_INVESTIGATOR,-0.2554072110044355,1.2119919921960196,-0.04708903192612112,2007,1
4482,198B,10B,B ,320502.0,-1.936890509782758,730106.0,0.12641690705611897,20202.0,PRINCIPAL_SUPERVISOR,0.2873148138032152,-0.13160591992748422,0.30784390068972856,2007,0
4483,243C,30B,C ,320702.0,0.9656194378925351,730104.0,1.0968682807632335,35602.0,CHIEF_INVESTIGATOR,0.2873148138032152,0.5401930361342677,-0.04708903192612112,2007,1
4484,82B,30G,D ,320205.0,-1.5498891834260524,730102.0,1.0968682807632335,68467.0,CHIEF_INVESTIGATOR,-1.340851260619737,1.2119919921960196,-0.4020219645419708,2007,1
4485,4D,10A,G ,270299.0,0.9656194378925351,730108.0,0.3205071817975419,67842.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,1.3726426985372775,2007,1
4486,59C,10A,A ,280103.0,0.9656194378925351,700103.0,1.0968682807632335,35547.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.04708903192612112,2007,0
4487,163C,10A,A ,380205.0,-0.9693871938909937,749903.0,-0.06767336768530394,4762.0,CHIEF_INVESTIGATOR,-1.340851260619737,0.5401930361342677,-0.7569548971578205,2007,1
4488,4D,10A,F ,270303.0,0.9656194378925351,730101.0,-0.8440344666509956,82892.0,CHIEF_INVESTIGATOR,0.8300368386108659,1.2119919921960196,-0.7569548971578205,2007,0
4489,4D,10A,E ,270303.0,0.9656194378925351,730101.0,-0.8440344666509956,679342.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.8034048759892362,-0.7569548971578205,2007,0
4490,4D,10A,G ,270303.0,0.9656194378925351,730101.0,-0.8440344666509956,7452.0,CHIEF_INVESTIGATOR,-0.2554072110044355,1.8837909482577717,1.7275756311531272,2007,1
4491,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,12887.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,0.30784390068972856,2007,0
4492,55C,30B,A ,321014.0,0.1916167851791236,730116.0,-0.8440344666509956,74372.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.4020219645419708,2007,1
4493,4D,10A,B ,320702.0,0.9656194378925351,730104.0,1.0968682807632335,110457.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,-0.7569548971578205,2007,1
4494,4D,10A,G ,320702.0,0.9656194378925351,730104.0,1.0968682807632335,68502.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.13160591992748422,-0.7569548971578205,2007,1
4495,242B,30B,A ,321027.0,0.9656194378925351,730110.0,-0.8440344666509956,77067.0,CHIEF_INVESTIGATOR,0.8300368386108659,0.5401930361342677,-0.4020219645419708,2007,1
4496,4D,10A,G ,321216.0,0.9656194378925351,730204.0,-1.2322150161338414,70487.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.13160591992748422,0.30784390068972856,2007,1
4497,4D,10A,A ,300399.0,0.9656194378925351,620299.0,1.0968682807632335,11812.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.8034048759892362,-0.7569548971578205,2007,1
4498,36D,10A,D ,300102.0,-1.3563885202476995,620101.0,-1.2322150161338414,66092.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,-0.04708903192612112,2007,1
4499,15C,10A,D ,300510.0,-1.3563885202476995,630106.0,1.0968682807632335,20497.0,CHIEF_INVESTIGATOR,0.2873148138032152,0.5401930361342677,-0.4020219645419708,2007,1
4500,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,2712.0,CHIEF_INVESTIGATOR,0.2873148138032152,0.5401930361342677,0.6627768333055782,2007,1
4501,213A,20A,C ,270702.0,-0.9693871938909937,770403.0,1.0968682807632335,29512.0,CHIEF_INVESTIGATOR,0.8300368386108659,2.5555899043195236,0.30784390068972856,2007,1
4502,4D,10A,G ,290702.0,-0.9693871938909937,640304.0,-0.8440344666509956,126927.0,CHIEF_INVESTIGATOR,0.2873148138032152,0.5401930361342677,0.6627768333055782,2007,1
4503,56D,30C,A ,280399.0,0.9656194378925351,671299.0,1.0968682807632335,255582.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.13160591992748422,0.30784390068972856,2007,0
4504,56D,30C,A ,290704.0,0.9656194378925351,660299.0,1.0968682807632335,147502.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,0.30784390068972856,2007,0
4505,213A,20A,C ,270702.0,-0.9693871938909937,770403.0,1.0968682807632335,29512.0,CHIEF_INVESTIGATOR,0.8300368386108659,2.5555899043195236,0.30784390068972856,2007,1
4506,56D,30C,A ,370501.0,0.9656194378925351,760103.0,1.0968682807632335,421337.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.4020219645419708,2007,0
